Seconds	CPU	HD0	Core 0	Core 1	Core 2	Core 3
41583	123.5	48.0	50.0	50.0	50.0	50.0
41586	123.5	48.0	50.0	50.0	50.0	50.0
41589	123.5	48.0	50.0	50.0	50.0	50.0
41592	123.5	48.0	50.0	50.0	50.0	50.0
41595	123.5	48.0	50.0	50.0	50.0	50.0
41598	123.5	48.0	50.0	50.0	50.0	50.0
41602	123.5	48.0	50.0	50.0	50.0	50.0
41605	123.5	48.0	50.0	50.0	50.0	50.0
41608	123.5	48.0	50.0	50.0	50.0	50.0
41611	123.5	48.0	50.0	50.0	50.0	50.0
41614	123.5	48.0	50.0	50.0	50.0	50.0
41617	123.5	48.0	50.0	50.0	50.0	50.0
41620	123.5	48.0	50.0	50.0	51.0	51.0
41623	123.5	48.0	50.0	50.0	50.0	50.0
41626	123.5	48.0	50.0	50.0	51.0	51.0
41629	123.5	48.0	50.0	50.0	50.0	50.0
41632	123.5	48.0	50.0	50.0	51.0	50.0
41635	123.5	48.0	50.0	50.0	50.0	50.0
41638	123.5	48.0	50.0	50.0	50.0	50.0
41641	123.5	48.0	50.0	50.0	51.0	51.0
41644	123.5	48.0	50.0	50.0	50.0	50.0
41647	123.5	48.0	50.0	50.0	50.0	50.0
41651	123.5	48.0	50.0	50.0	51.0	50.0
41654	123.5	48.0	50.0	50.0	50.0	50.0
41657	123.5	48.0	50.0	50.0	50.0	50.0
41660	123.5	48.0	50.0	50.0	50.0	50.0
41663	123.5	48.0	50.0	50.0	50.0	51.0
41666	123.5	48.0	50.0	50.0	50.0	50.0
41669	123.5	48.0	50.0	50.0	50.0	50.0
41672	123.5	48.0	50.0	50.0	50.0	50.0
41675	123.5	48.0	50.0	50.0	50.0	50.0
41678	123.5	48.0	50.0	50.0	50.0	50.0
41681	123.5	48.0	50.0	50.0	50.0	50.0
41684	123.5	48.0	50.0	50.0	51.0	51.0
41687	123.5	48.0	50.0	50.0	50.0	50.0
41690	123.5	48.0	50.0	50.0	50.0	50.0
41693	123.5	48.0	50.0	50.0	50.0	50.0
41696	123.5	48.0	50.0	50.0	51.0	51.0
41700	123.5	48.0	50.0	50.0	50.0	50.0
41703	123.5	48.0	50.0	50.0	50.0	50.0
41706	123.5	48.0	50.0	50.0	50.0	50.0
41709	123.5	48.0	50.0	50.0	50.0	50.0
41712	123.5	48.0	50.0	50.0	50.0	50.0
41715	123.5	48.0	50.0	50.0	50.0	50.0
41718	123.5	48.0	50.0	50.0	50.0	50.0
41721	123.5	48.0	50.0	50.0	50.0	50.0
41724	123.5	48.0	50.0	50.0	50.0	50.0
41727	123.5	48.0	50.0	50.0	50.0	50.0
41730	123.5	48.0	50.0	50.0	50.0	50.0
41733	123.5	48.0	50.0	50.0	50.0	50.0
41736	123.5	48.0	50.0	50.0	50.0	50.0
41739	123.5	48.0	49.0	49.0	50.0	50.0
41742	123.5	48.0	49.0	49.0	50.0	50.0
41745	123.5	48.0	49.0	49.0	50.0	50.0
41749	123.5	48.0	49.0	49.0	51.0	51.0
41752	123.5	48.0	49.0	49.0	50.0	50.0
41755	123.5	48.0	50.0	50.0	51.0	50.0
41758	123.5	48.0	50.0	50.0	51.0	50.0
41761	123.5	48.0	50.0	50.0	50.0	50.0
41764	123.5	48.0	49.0	49.0	50.0	50.0
41767	123.5	48.0	49.0	49.0	50.0	50.0
41770	123.5	48.0	49.0	49.0	50.0	50.0
41773	123.5	48.0	49.0	49.0	50.0	50.0
41776	123.5	48.0	50.0	50.0	50.0	50.0
41779	123.5	48.0	50.0	50.0	50.0	50.0
41782	123.5	48.0	50.0	50.0	50.0	50.0
41785	123.5	48.0	50.0	50.0	50.0	50.0
41788	123.5	48.0	49.0	49.0	50.0	50.0
41791	123.5	48.0	49.0	49.0	50.0	50.0
41794	123.5	48.0	49.0	49.0	50.0	50.0
41798	123.5	48.0	49.0	49.0	50.0	50.0
41801	123.5	48.0	49.0	49.0	50.0	50.0
41804	123.5	48.0	49.0	49.0	50.0	50.0
41807	123.5	48.0	49.0	49.0	50.0	50.0
41810	123.5	48.0	49.0	49.0	50.0	50.0
41813	123.5	48.0	49.0	49.0	50.0	50.0
41816	123.5	48.0	50.0	50.0	50.0	50.0
41819	123.5	48.0	51.0	50.0	50.0	50.0
41822	123.5	48.0	50.0	50.0	50.0	50.0
41825	123.5	48.0	49.0	49.0	50.0	50.0
41828	123.5	48.0	50.0	50.0	50.0	50.0
41831	123.5	48.0	50.0	50.0	50.0	50.0
41834	123.5	48.0	50.0	50.0	50.0	50.0
41837	123.5	48.0	50.0	50.0	50.0	50.0
41840	123.5	48.0	50.0	50.0	50.0	50.0
41843	123.5	48.0	49.0	49.0	50.0	50.0
41847	123.5	48.0	49.0	49.0	50.0	50.0
41850	123.5	48.0	49.0	49.0	50.0	50.0
41853	123.5	48.0	49.0	49.0	50.0	50.0
41856	123.5	48.0	49.0	49.0	50.0	50.0
41859	123.5	48.0	49.0	49.0	50.0	50.0
41862	123.5	48.0	49.0	49.0	50.0	50.0
41865	123.5	48.0	49.0	49.0	50.0	50.0
41868	123.5	48.0	49.0	49.0	50.0	50.0
41871	123.5	48.0	49.0	49.0	50.0	50.0
41874	123.5	48.0	49.0	49.0	50.0	50.0
41877	123.5	48.0	49.0	49.0	50.0	50.0
41880	123.5	48.0	49.0	49.0	50.0	50.0
41883	123.5	48.0	49.0	49.0	50.0	50.0
41886	123.5	48.0	49.0	49.0	50.0	50.0
41889	123.5	48.0	49.0	49.0	50.0	50.0
41892	123.5	48.0	49.0	49.0	50.0	50.0
41896	123.5	48.0	49.0	49.0	50.0	50.0
41899	123.5	48.0	49.0	49.0	50.0	50.0
41902	123.5	48.0	49.0	49.0	50.0	50.0
41905	123.5	48.0	49.0	49.0	50.0	50.0
41908	123.5	48.0	49.0	49.0	50.0	50.0
41911	123.5	48.0	49.0	49.0	50.0	50.0
41914	123.5	48.0	49.0	49.0	50.0	50.0
41917	123.5	48.0	49.0	49.0	50.0	50.0
41920	123.5	48.0	49.0	49.0	50.0	50.0
41923	123.5	48.0	49.0	49.0	50.0	50.0
41926	123.5	48.0	49.0	49.0	50.0	50.0
41929	123.5	48.0	49.0	49.0	50.0	50.0
41932	123.5	48.0	49.0	49.0	50.0	50.0
41935	123.5	48.0	49.0	49.0	50.0	50.0
41938	123.5	48.0	49.0	49.0	49.0	49.0
41942	123.5	48.0	49.0	49.0	51.0	50.0
41945	123.5	48.0	49.0	49.0	50.0	50.0
41948	123.5	48.0	49.0	49.0	50.0	50.0
41951	123.5	48.0	49.0	49.0	50.0	50.0
41954	123.5	48.0	49.0	49.0	50.0	50.0
41957	123.5	48.0	49.0	49.0	50.0	50.0
41960	123.5	48.0	49.0	49.0	50.0	50.0
41963	123.5	48.0	49.0	49.0	50.0	50.0
41966	123.5	48.0	49.0	49.0	50.0	50.0
41969	123.5	48.0	49.0	49.0	50.0	50.0
41972	123.5	48.0	49.0	49.0	50.0	50.0
41975	123.5	48.0	49.0	49.0	50.0	50.0
41978	123.5	48.0	49.0	49.0	50.0	50.0
41981	123.5	48.0	49.0	49.0	50.0	50.0
41984	123.5	48.0	49.0	49.0	50.0	50.0
41987	123.5	48.0	49.0	49.0	50.0	50.0
41990	123.5	48.0	49.0	49.0	50.0	50.0
41994	123.5	48.0	49.0	49.0	50.0	50.0
41997	123.5	48.0	49.0	50.0	50.0	50.0
42000	123.5	48.0	49.0	49.0	50.0	50.0
42003	123.5	48.0	49.0	49.0	50.0	50.0
42006	123.5	48.0	49.0	49.0	50.0	50.0
42009	123.5	48.0	48.0	49.0	50.0	50.0
42012	123.5	48.0	49.0	48.0	49.0	49.0
42015	123.5	48.0	48.0	48.0	49.0	49.0
42018	123.5	48.0	49.0	49.0	49.0	49.0
42021	123.5	48.0	49.0	49.0	49.0	49.0
42024	123.5	48.0	49.0	49.0	49.0	49.0
42027	123.5	48.0	49.0	49.0	49.0	49.0
42030	123.5	48.0	50.0	50.0	51.0	51.0
42033	123.5	48.0	50.0	50.0	51.0	51.0
42037	123.5	48.0	50.0	50.0	51.0	51.0
42040	123.5	48.0	50.0	50.0	51.0	51.0
42043	123.5	48.0	50.0	50.0	51.0	51.0
42046	123.5	48.0	51.0	51.0	52.0	52.0
42049	123.5	48.0	51.0	51.0	51.0	51.0
42052	123.5	48.0	50.0	50.0	51.0	51.0
42055	123.5	48.0	50.0	51.0	52.0	52.0
